show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;note
80180449;tv show;satu hari;nan;sara ali, remy ishak, rita rudaini, mirza salihovic, hafizul kamal, miller khan;nan;september 29, 2017;2014;tv-14;1 season;international tv shows, tv dramas;a man haunted by his wife's affair moves to sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty.;6,3 based on 46 user ratings
80019931;movie;monster high: boo york, boo york;william lau;karen strassman, celeste henderson, wendee lee, tj smith, america young, rachel staman, laura bailey;united states;september 29, 2015;2015;tv-y7;72 min;children & family movies, music & musicals;cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. but the sinister nefera has other plans.;6,6 based on 525 user ratings
81053893;movie;cultivating the seas: history and future of the full-cycle cultured kindai tuna;mana yasuda;nan;nan;september 28, 2019;2019;tv-g;45 min;documentaries, international movies;an in-depth look at the full-cycle breeding program for bluefin kindai tuna pioneered by kinki universityâ€™s aqua culture research institute.;
80200087;movie;domino;brian de palma;nikolaj coster-waldau, carice van houten, eriq ebouaney, guy pearce, mohammed azaay, sã¸ren malling, paprika steen, helena kaittani;denmark, france, italy, belgium, netherlands;september 28, 2019;2019;r;89 min;international movies, thrillers;a copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.;
81053892;movie;tuna girl;mana yasuda;fuka koshiba, tom fujita, hidetoshi hoshida, hiroto kanai, ryosuke yusa, shuri tanaka, chal inoue, takashi taniguchi, takeshi masu;nan;september 28, 2019;2019;tv-pg;90 min;dramas, international movies;a clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. the work isn't easy.;5,9 based on 47 user ratings
81002850;movie;5cm;rizal mantovani;herjunot ali, raline shah, fedi nuril, pevita pearce, saykoji, denny sumargo, didi petet, firrina sinatrya;indonesia;september 28, 2018;2012;tv-14;126 min;dramas, international movies;five friends embark on a mission to climb the highest peak in java, overcoming obstacles on the way and discovering the true meaning of friendship.;7,9 based on 8 user ratings
81004470;movie;animal world;han yan;li yi feng, zhou dongyu, michael douglas, bingkun cao, ge wang, keanu chi, zhang jungyi, yijuan li, su ke;china;september 28, 2018;2018;tv-ma;130 min;action & adventure, international movies, sci-fi & fantasy;an unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.;6,7 based on 12 383 user ratings
80157072;movie;hold the dark;jeremy saulnier;jeffrey wright, alexander skarsgã¥rd, james badge dale, riley keough, julian black antelope, tantoo cardinal, macon blair, jonathan whitesell, peter mcrobbie;united states;september 28, 2018;2018;tv-ma;126 min;action & adventure, dramas;in the grim alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.;5,6 based on 31 389 user ratings
81001809;movie;lessons from a school shooting: notes from dunblane;kim a. snyder;nan;united states;september 28, 2018;2018;tv-pg;24 min;documentaries;two priests â€“ one from dunblane, scotland, the other from newtown, connecticut â€“ bond over school tragedies that occurred 16 years apart.;5,8 based on 248 user ratings
80201933;tv show;made in mexico;nan;nan;united states;september 28, 2018;2018;tv-ma;1 season;international tv shows, reality tv, spanish-language tv shows;these mexico city socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.;4,0 based on 671 user ratings
81002864;movie;single;raditya dika;raditya dika, annisa rawles, chandra liow, pandji pragiwaksono, babe cabita, elvira devinamira, tinna harahap, pevita pearce, rinna hassim, dede yusuf, dewi hughes;indonesia;september 28, 2018;2015;tv-pg;127 min;comedies, international movies, romantic movies;unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother.;6,8 based on 618 user ratings
81016750;movie;the 3rd eye;rocky soraya;jessica mila, denny sumargo, citra prima, bianca hello, epy kusnandar, anita hara, derry drajat, voke victoria, shofia shireen, afdhal yusman;indonesia;september 28, 2018;2018;tv-ma;108 min;horror movies, international movies;when her little sister claims she sees the dead, alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.;5,1 based on 1 007 user ratings
81002866;movie;the sinking of van der wijck;sunil soraya;herjunot ali, pevita pearce, reza rahadian, randy nidji, gesya shandy, kevin andrean, arzetti bilbina;indonesia;september 28, 2018;2013;tv-14;163 min;dramas, international movies, romantic movies;when a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background.;7,6 based on 1 011 user ratings
80992039;movie;two catalonias;ã�lvaro longoria, gerardo olivares;nan;spain;september 28, 2018;2018;tv-ma;117 min;documentaries, international movies;lawmakers and activists with conflicting ideologies speak about the complexities of catalonia's politics and the fight for its independence from spain.;6,4 based on 556 user ratings
80126507;movie;bobby sands: 66 days;brendan byrne;nan;ireland, united kingdom;september 28, 2017;2016;tv-14;106 min;documentaries;in 1981, an imprisoned irish republican army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon.;7,2 based on 541 user ratings
80225885;tv show;bard of blood;nan;emraan hashmi, viineet kumar, sobhita dhulipala, jaideep ahlawat, kirti kulhari, sohum shah, rajit kapoor, danish hussain;india;september 27, 2019;2019;tv-ma;1 season;international tv shows, tv action & adventure, tv dramas;years after a disastrous job in balochistan, a former indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.;7,0 based on 7 937 user ratings
81132443;movie;deliha 2;gupse ã–zay;gupse ã–zay, eda ece, aksel bonfil, derya alabora, esin eden, hã¼lya duyar, ali ã‡elik, mert ã–ner;turkey;september 27, 2019;2018;tv-pg;102 min;comedies, international movies;while chasing her dream of becoming a chef, zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways.;4,5 based on 2 084 user ratings
80218107;tv show;dragons: rescue riders;nan;nicolas cantu, brennley brown, zach callison, skai jackson, noah kaye bentley, andre robinson, marsai martin;nan;september 27, 2019;2019;tv-y;1 season;kids' tv, tv comedies;twins dak and leyla and their dragon friends devote their lives to rescuing others, defending their home of huttsgalor and having fun along the way.;6,4 based on 124 user ratings
80231903;movie;in the shadow of the moon;jim mickle;boyd holbrook, michael c. hall, cleopatra coleman, bokeem woodbine, rudi dharmalingam, rachel keller;united states;september 27, 2019;2019;tv-ma;116 min;dramas, sci-fi & fantasy, thrillers;a philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.;6,2 based on 34 608 user ratings
80220715;tv show;skylines;nan;edin hasanovic, peri baumeister, murathan muslu, erdal yä±ldä±z, richy mã¼ller, anna herrmann, sahin eryilmaz, lisa maria potthoff, carol schuler, dustin jã©rã´me schanz, nimo, christopher schã¤rf, slavko popadic;nan;september 27, 2019;2019;tv-ma;1 season;crime tv shows, international tv shows, tv dramas;a hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.;
81171121;movie;sturgill simpson presents sound & fury;jumpei mizusaki, koji morimoto, michael arias, masaru matsumoto, arthell isom, henry thurlow, takanobu mizuno, elsa nakamichi, hajime sasaki, shinji takagi;nan;united states;september 27, 2019;2019;tv-ma;42 min;anime features, music & musicals, sci-fi & fantasy;in this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.;6,5 based on 1 229 user ratings
80241248;tv show;the politician;nan;ben platt, gwyneth paltrow, jessica lange, zoey deutch, lucy boynton, bob balaban, david corenswet, julia schlaepfer, laura dreyfuss, theo germaine, rahne jones, benjamin barrett;united states;september 27, 2019;2019;tv-14;1 season;tv comedies, tv dramas, teen tv shows;rich kid payton has always known he's going to be president. but first he has to navigate the most treacherous political landscape of all: high school.;7,5 based on 13 029 user ratings
81012295;movie;weeds on fire;chi fat chan;liu kai chi, lam yiu-sing, tony tsz-tung wu, poon chan-leung, sun li man, tam sin yin, sham ka ki, wang simin, jan lamb;hong kong;september 27, 2018;2016;tv-14;95 min;dramas, independent movies, international movies;in 1980s hong kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.;6,7 based on 268 user ratings
80060037;movie;much loved;nabil ayouch;loubna abidar, asmaa lazrak, halima karaouane, sara el mhamdi elaaloui, abdellah didane, danny boushebel, carlo brandt, camã©lia montassere;france, morocco;september 27, 2017;2015;tv-ma;104 min;dramas, independent movies, international movies;four friends who make their living as prostitutes in morocco deal with both the dangers and stigma that come with their profession.;6,2 based on 2 145 user ratings
60003155;movie;joseph: king of dreams;rob laduca, robert c. ramirez;ben affleck, mark hamill, richard herd, maureen mcgovern, jodi benson, judith light, james eckhouse, richard mcgonagle, david campbell, steven weber, dan castellaneta, rene auberjonois, ken hudson campbell, tom virtue, jeff bennett;united states;september 27, 2011;2000;tv-pg;75 min;children & family movies, dramas, faith & spirituality;with his gift of dream interpretation and his brilliantly colored coat, joseph inspires jealousy in his brothers in this animated bible story.;6,5 based on 10 601 user ratings
81177238;movie;malaal;mangesh hadawale;meezaan jaffrey, sharmin segal, chinmaya surve, anil gawas, sonal jha, sanjay gurbaxani, sameer dharmadhikari, deepak damle;india;september 26, 2019;2019;tv-14;133 min;international movies, romantic movies;class divides become thorns in the budding romance between the crony of a nativist mumbai politician and the new, north indian resident of his chawl.;5,9 based on 644 user ratings
70270775;movie;the grandmaster;wong kar wai;tony leung chiu-wai, zhang ziyi, chang chen, xiao shen-yang, zhao benshan, song hye-kyo, wang qingxiang, zhang jin, lo hoi-pang, cung le, julian cheung;hong kong, china;september 26, 2019;2013;pg-13;108 min;action & adventure, dramas, international movies;as the japanese invasion looms, chinese kung fu master ip man's world changes when rival master gong er and her father arrive in his village.;6,6 based on 30 408 user ratings
